"","id","full_name","name","intelligence","strength","speed","durability","power","combat","alignment","place_birth","race","gender","eye_color","hair_color","height_cm","weight_lb","affiliations","relatives","occupation","publisher","image_url","height_in","hair_group"
"532","532","St. John Allerdyce","Pyro",38,10,12,14,54,28,"bad","Sydney, Australia",NA,"Male","Blue","Blond",178,150,"Formerly Freedom Force, Brotherhood of Evil Mutants",NA,"Former government agent, terrorist, bodyguard, novelist, journalist","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/853.jpg",70.078778,"Fair"
"533","533","Q","Q",100,12,17,100,100,40,NA,NA,"God / Eternal","Male",NA,NA,0,NA,NA,NA,NA,"Star Trek","https://www.superherodb.com/pictures2/portraits/10/100/10578.jpg",0,NA
"534","534","","Quantum",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Male",NA,NA,0,NA,NA,NA,NA,"HarperCollins","https://www.superherodb.com/pictures2/portraits/10/100/1157.jpg",0,NA
"535","535","Charles Victor Szasz","Question",81,14,27,35,20,80,"good",NA,"Human","Male","Blue","Blond",188,185,"Formerly L.A.W., JLA, Black Lantern Corps",NA,"Former Television Investigative Journalist","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/760.jpg",74.015788,"Fair"
"536","536","Pietro Django Maximoff","Quicksilver",63,28,100,60,81,56,"good","Wundagore Mountain, Transia (in Eastern Europe)","Mutant","Male","Blue","Silver",183,175,"Avengers, unofficial member of the Royal Family of the Inhumans, (former) Brotherhood of Evil Mutants I, X-Factor II","Wanda Maximoff (Scarlet Witch, sister), Magnus (Magneto, father), Magda (mother, deceased), Django Maximoff (adoptive father), Marya Maximoff (adoptive mother, deceased), Crystal (wife), Maximoff, Luna (daughter), Medusa (sister-in-law), Black Bolt, Gorgon, Karnak, Triton, Maximus (cousins by marriage), Vision (ex-brother-in-law)","(current) Adventurer, (former) Terrorist, officer of the Inhumans militia, United States government operative","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/115.jpg",72.047283,"Fair"
"537","537","Maxwell Jordan","Quill",38,10,12,14,23,14,"good",NA,NA,"Male","Brown","Brown",163,124,"Corsairs",NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/830.jpg",64.173263,"Dark"
"538","538","Ra's Al Ghul","Ra's Al Ghul",100,28,32,42,27,100,"bad","Egypt","Human","Male","Green","Grey",193,215,"League of Assassins","The Sensei (father), White Ghost (Dusan al Ghul) (son), Talia al Ghul (daughter), Nyssa Raatko (daughter), Robin V (Damian Wayne) (grandson)","Eco Terrorist, Businessman, Cult Leader","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/761.jpg",75.984293,"Fair"
"539","539","","Rachel Pirzad",63,4,8,10,52,10,"good",NA,"Alpha","Female",NA,NA,0,NA,"Alphas",NA,NA,"SyFy","https://www.superherodb.com/pictures2/portraits/10/100/1530.jpg",0,NA
"540","540","John Rambo","Rambo",63,14,25,30,30,100,"good","Bowie, Arizona","Human","Male","Brown","Black",178,185,"United States Army (former)","R. Rambo (father), Marie Drago (mother), Col. Sam Trautman (close-friend, father-figure, trainer, best-friend until death)","United States Army soldier (former)",NA,"https://www.superherodb.com/pictures2/portraits/10/100/10475.jpg",70.078778,"Dark"
"541","541","","Raphael",63,17,50,65,59,80,"good",NA,"Mutant","Male",NA,"No Hair",0,NA,NA,"Leonardo (brother), Donatello (brother), Michelangelo (brother)",NA,"IDW Publishing","https://www.superherodb.com/pictures2/portraits/10/100/10328.jpg",0,"None"
"542","542","Rachel Roth","Raven",50,10,29,70,84,40,"neutral","Azarath","Human","Female","Indigo","Black",165,110,"Teen Titans, formerly Sentinels of Magic","Trigon (father), Angela Roth (mother, deceased), Gluttony, Greed, Lust, Wrath, Envy, Sloth (half-brothers, status unknown)","Adventurer, high school student","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/764.jpg",64.960665,"Dark"
"543","543","Ray Terrill","Ray",50,10,92,100,100,20,"good",NA,"Human","Male","Green","Red",178,155,"Freedom Fighters, formerly Justice League of America, Justice League Task Force, Young Justice, JSA Reserves, Forgotten Heroes, Justice League Internationa","Happy Terrill (father), Nadine Terrill (mother), Joshua Terrill (Spitfire, brother), Thomas Terrill (uncle/foster father, deceased), Hank Terrill (cousin)","Freelance Computer Programmer and Software Designer","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/10204.jpg",70.078778,"Red"
"544","544","Douglas Scott","Razor-Fist II",NA,NA,NA,NA,NA,NA,"bad",NA,NA,"Male","Blue","No Hair",191,260,"S.H.I.E.L.D. Deltite Conspiracy, Leader of a band of followers (Anton, Lulu, Mary, Perkins, Piranha Tots, Samantha, others), Architect, Batroc, Bobcat, Brothers Grimm, Bullet Biker, Crossfire, Death-Throws, Inquisitor, Mad Dog, Roche, Sapphire Styx, Shoc","William Scott (aka Razor-Fist III, brother, deceased)","Mercenary, assassin, bodyguard, enforcer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/935.jpg",75.196891,"None"
"545","545","Roy Harper","Red Arrow",63,16,25,20,23,80,"good",NA,"Human","Male","Green","Red",180,185,"Titans, Justice League of America, formerly Outsiders, Teen Titans, Checkmate, Central Bureau of Investigations","Roy William Harper, Sr. (father, deceased); Brave Bow (adoptive father, deceased); Oliver ""Ollie"" Queen (Green Arrow - adoptive father); Jim Harper (Guardian- great-uncle); Lian Harper (daughter), Vandal Savage (ancestor)","Adventurer; intelligence agent; musician","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1013.jpg",70.86618,"Red"
"546","546","Jason Todd","Red Hood",75,12,23,28,35,95,"neutral",NA,"Human","Male","Blue","Black",183,180,"formerly Batman Family, Teen Titans","Willis Todd (father, deceased); Sheila Haywood (mother, deceased); Catherine Ann Todd (adoptive mother, deceased), Bruce Wayne (adoptive father), Dick Grayson and Tim Drake (adoptive brothers)","Mercenary, Vigilante","Robin II","https://www.superherodb.com/pictures2/portraits/10/100/932.jpg",72.047283,"Dark"
"547","547","Thaddeus E. Ross","Red Hulk",50,100,47,85,82,75,"neutral",NA,"Human / Radiation","Male","Yellow","Black",213,1400,"Code Red, AIM; Formerly Offenders",NA,"Lieutenant general in US Air Force","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1342.jpg",83.858313,"Dark"
"548","548","Chris Genovese","Red Mist",25,10,23,14,20,56,"bad",NA,NA,"Male",NA,NA,0,NA,NA,"Johnny G (father)",NA,"Icon Comics","https://www.superherodb.com/pictures2/portraits/10/100/1337.jpg",0,NA
"549","549","Tim Drake","Red Robin",81,11,27,32,29,80,"good","Gotham City","Human","Male","Blue","Black",165,125,"Teen Titans, Batman Family, Batman Inc., Wayne Enterprises; formerly Young Justice","Jack Drake (father, deceased), Janet Drake (mother, deceased), Dana Winters Drake (step-mother, status unknown), Bruce Wayne (adoptive father), Damian Wayne (adoptive brother), Dick Grayson (adoptive brother), Jason Todd (adoptive brother), Cassandra Cain (adoptive sister)",NA,"Robin III","https://www.superherodb.com/pictures2/portraits/10/100/10009.jpg",64.960665,"Dark"
"550","550","Johann Shmidt","Red Skull",75,10,12,14,19,80,"bad","An unidentified village in Germany",NA,"Male","Blue","No Hair",188,240,"Special operative in the government of Germany's Third Reich, former leader of most currently active Nazi subversives throughout the world, former ally of THEM and A.I.M., former leader of the Nevada-based fragment of Hydra, leader of the People's Militia","Hermann Shmidt (father, deceased), Martha Shmidt (mother, deceased), Sinthea Shmidt (Mother Superior/Sin, daughter)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1392.jpg",74.015788,"None"
"551","551","John Smith","Red Tornado",75,38,67,60,100,40,"good",NA,"Android","Male","Green","No Hair",185,325,"Justice League of America, formerly Parliament of Vapors, T.O. Morrow, Justice Society of America, Young Justice, Primal Force, Leymen, Donna Troy","T.O. Morrow (creator/father),Red Volcano (brother; deceased), Red Inferno (brother; deceased), Red Torpedo (sister; deceased), Tomorrow Woman (""sister""), Kathy Sutton (wife), Traya Sutton (adoptive daughter)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1149.jpg",72.834685,"None"
"552","552","Phil Timper","Redeemer II",NA,NA,NA,NA,NA,NA,"bad",NA,NA,"Male",NA,NA,0,NA,NA,NA,NA,"Image Comics","https://www.superherodb.com/pictures2/portraits/10/100/1081.jpg",0,NA
"553","553","Eddie Frank","Redeemer III",NA,NA,NA,NA,NA,NA,"bad",NA,NA,"Male",NA,NA,0,NA,NA,NA,NA,"Image Comics","https://www.superherodb.com/pictures2/portraits/10/100/1092.jpg",0,NA
"554","554","","Renata Soliz",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Female",NA,NA,0,NA,NA,NA,NA,"HarperCollins","https://www.superherodb.com/pictures2/portraits/10/100/1151.jpg",0,NA
"555","555","","Rey",63,8,21,10,87,35,"good","Jakku","Human","Female","Hazel","Brown",297,NA,"Resistence",NA,"Scavenger","George Lucas","https://www.superherodb.com/pictures2/portraits/10/100/10561.jpg",116.929197,"Dark"
"556","556","Aleksei Mikhailovich Sytsevich","Rhino",25,80,43,90,36,85,"bad",NA,"Human / Radiation","Male","Brown","Brown",196,710,"Sinister Syndicate","Miriam Sytsevich (mother, deceased), Alexia (niece, lastname unrevealed), unnamed grandmother","Professional Criminal ,Henchman of the Russian Mafia","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/15.jpg",77.165396,"Dark"
"557","557","Richard Rogers Flag","Rick Flag",88,11,23,28,19,95,"bad",NA,NA,"Male","Blue","Brown",185,189,"Suicide Squad, Task Force X","Richard Flag, Sr. (father, deceased); Richard Flag III (son); Karin Grace (mother of child)","Government Agent, Covert Ops field Commander","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1352.jpg",72.834685,"Dark"
"558","558","Edward Nigma","Riddler",100,10,12,14,10,14,"bad",NA,NA,"Male",NA,NA,0,NA,NA,NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/768.jpg",0,NA
"559","559","Richard Hunter","Rip Hunter",100,8,8,10,100,25,"good",NA,"Human","Male","Blue","Blond",0,NA,"Formerly leader of the Time Masters; former member of the Forgotten Heroes; former member of the Linear Men, Booster Gold International (BGI)","Michael Carter, (Booster Gold, father),  Unknown (mother), Jonar Carter (grandfather), Ellen Carter (grandmother, deceased), Michelle Carter (Goldstar) (aunt), Daniel Carter (21st century ancestor), Rose Levin (ancestor), Dan Hunter (cousin),",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/10543.jpg",0,"Fair"
"560","560","Miranda Leevald","Ripcord",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Female","Green","Black",180,160,NA,NA,"Adventurer, formerly prostitute.","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1291.jpg",70.86618,"Dark"
"561","561","Dick Grayson","Robin",88,11,27,28,32,85,"good",NA,"Human","Male","Blue","Black",178,175,"Batman Family, Batman Incorporated, Justice League; formerly Teen Titans, Outsiders, Bludhaven Police Department, Secret Society of Super-Villains","John Grayson (father), Mary Grayson (mother), Bruce Wayne (adoptive father), Damian Wayne (adoptive brother), Jason Todd (adoptive brother), Tim Drake (adoptive brother), Cassandra Cain (adoptive sister)",NA,"Batman II","https://www.superherodb.com/pictures2/portraits/10/100/850.jpg",70.078778,"Dark"
"562","562","Jason Todd","Robin II",75,11,27,28,28,85,"good",NA,"Human","Male","Blue","Red",183,225,"Batman Family, Teen Titans, Challengers from Beyond","Willis Todd (father), Sheila Haywood (mother), Catherine Todd (step-mother), Bruce Wayne (Batman, adoptive father), Damian Wayne (Robin V, adoptive brother), Dick Grayson (Robin I, adoptive brother), Timothy Drake (Robin III, adoptive brother), Cassandra Cain (Batgirl IV, adoptive sister)",NA,"Red Hood","https://www.superherodb.com/pictures2/portraits/10/100/849.jpg",72.047283,"Red"
"563","563","Tim Drake","Robin III",81,11,27,28,29,85,"good",NA,"Human","Male","Blue","Black",165,125,"Teen Titans, Batman Family, Batman Inc., Wayne Enterprises; formerly Young Justice","Jack Drake (father, deceased), Janet Drake (mother, deceased), Dana Winters Drake (step-mother, status unknown), Bruce Wayne (Batman, adoptive father), Damian Wayne (Robin V, adoptive brother), Dick Grayson (Robin I, adoptive brother), Jason Todd (Robin II, adoptive brother), Cassandra Cain (Batgirl IV, adoptive sister)","High School Student","Red Robin","https://www.superherodb.com/pictures2/portraits/10/100/769.jpg",64.960665,"Dark"
"564","564","Damian Wayne","Robin V",69,8,33,16,29,65,"good",NA,"Human","Male","Blue","Black",137,84,"Batman Family, Batman Inc., Wayne Enterprises; formerly Teen Titans, League of Assassins","Talia al Ghul (mother),
Bruce Wayne (Batman, father),
Ra's Al Ghul (maternal grandfather),
Melisande (maternal grandmother),
Thomas Wayne (paternal grandfather),
Martha Wayne (paternal grandmother),
Sensei (great-grandfather),
Simon Hurt (ancestor),
Nyssa Raatko (aunt, deceased),
Dusan al Ghul (White Ghost, uncle, deceased),
Richard Grayson (Nightwing, adoptive brother),
Tim Drake (Red Robin, adoptive brother),
Cassandra Cain (Batgirl IV, adoptive sister),
Jason Todd (Red Hood, adoptive brother), 
Patrick Wayne (great-grandfather, deceased); 
Charles Wayne (great-great-grandfather, deceased);
Constance Wayne (great-great-grandmother, deceased); 
Alan Wayne (ancestor, deceased); 
Solomon Wayne (ancestor, deceased); 
Darius Wayne (ancestor, deceased); 
Joshua Wayne (ancestor, deceased)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1473.jpg",53.937037,"Dark"
"565","565","Carrie Kelley","Robin VI",50,8,25,20,17,70,"neutral","Gotham City","Human","Female","Green","Red",0,NA,NA,NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/10394.jpg",0,"Red"
"566","566","Rocket Raccoon","Rocket Raccoon",50,5,23,28,28,64,"good",NA,"Animal","Male","Brown","Brown",122,55,"Guardians of the Galaxy; Formerly Star-Lord's unnamed commando team","Lylla (mate)","Law enforcement officer, security guard, member of the Guardians of the Galaxy","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10010.jpg",48.031522,"Dark"
"567","567","Anna Marie","Rogue",75,10,12,28,80,80,"good","Caldecott County, Mississippi",NA,"Female","Green","Brown / White",173,120,"X-Men, formerly X-Treme Sanctions Executive, X-Treme X-Men, Brotherhood of Evil Mutants","Owen (father), Priscilla (mother), Carrie (aunt), Raven Darkh�lme (Mystique, foster mother), Kurt Wagner (Nightcrawler, foster brother), Graydon Creed (foster brother, deceased)","Adventurer, former mechanic, waitress, terrorist","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/831.jpg",68.110273,"Dark"
"568","568","Clint Barton","Ronin",56,12,21,10,13,80,"good","Waverly, Iowa","Human","Male","Blue","Blond",191,230,"Avengers; formerly founding member of Avengers West Coast and first chairman, Thunderbolts, S.H.I.E.L.D. (unofficial), Chain Gang 421-011, Shadows, Great Lakes Avengers, Cross Technological Enterprises, Defenders, Carson Carnival of Traveling Wonders, Ti","Harold Barton (father), Edith Barton (mother), Charles Bernard ""Barney"" Barton (brother), Barbara Morse 'Bobbi' Barton (Mockingbird, wife), Brett Barton (ancestor), Mack Barton (ancestor); all deceased","Outlaw adventurer, revolutionary; former professional super hero, fugitive, unnoficial S.H.I.E.L.D. operative, federal inmate, CTE security chief, ranch hand, archery tutor, carnival performer, roustabout, butcher shop worker","Goliath","https://www.superherodb.com/pictures2/portraits/10/100/1202.jpg",75.196891,"Fair"
"569","569","Walter Joseph Kovacs","Rorschach",75,10,29,20,23,80,"good",NA,"Human","Male","Blue","Red",168,140,"Crimebusters",NA,"Vigilante, former garment worker","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/771.jpg",66.141768,"Red"
"570","570","Victor Creed","Sabretooth",56,48,38,90,50,100,"bad",NA,"Mutant","Male","Amber","Blond",198,380,"Weapon X, Marauders, Brotherhood of Evil Mutants","Grayden Creed (son; deceased)","mercenary, professional criminal, assassin, serial killer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/17.jpg",77.952798,"Fair"
"571","571","Tessa","Sage",75,10,12,14,28,56,"good","Place of birth unknown",NA,"Female","Blue","Black",170,135,"Excalibur, formerly X-Men, X-Treme Sanctions Executive, X-Treme X-Men, Hellfire Club",NA,"Former Soldier","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/117.jpg",66.92917,"Dark"
"572","572","William Baker","Sandman",44,75,46,90,100,60,"neutral","Queens, New York","Human","Male","Brown","Brown",185,450,"(Formerly) Sinister Twelve, the Sinister Six, the Frightful Four, the Outlaws and the Wild Pack, reserve member of the Avengers","Mrs. Baker (mother), unidentified cousin","Professional Criminal","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/621.jpg",72.834685,"Dark"
"573","573","Walter Langkowski","Sasquatch",75,80,23,56,15,42,"good","Edmonton, Alberta, Canada",NA,"Male","Red","Orange",305,2000,"Omega Flight; formerly Alpha Flight, Beta Flight, Gamma Flight, Howling Commandos","Veronica Langkowsi (ex-wife), unidentified son, Lillian von Loont (Gilded Lily, great-aunt, deceased)","Adventurer, bio-physicist, government operative; former college lecturer, professional football player","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/863.jpg",120.078805,NA
"574","574","Sauron","Sauron",88,85,33,100,100,70,"bad",NA,"Maiar","Male",NA,NA,279,NA,NA,NA,NA,"J. R. R. Tolkien","https://www.superherodb.com/pictures2/portraits/10/100/10849.jpg",109.842579,NA
"575","575","Kurr","Savage Dragon",63,70,54,85,66,72,"good",NA,NA,"Male",NA,NA,0,NA,"Liberty League, Chicago Police Department, Special Operations Strikeforce (S.O.S.)",NA,NA,"Image Comics","https://www.superherodb.com/pictures2/portraits/10/100/1117.jpg",0,NA
"576","576","Jonathan Crane","Scarecrow",81,10,12,14,48,50,"bad",NA,"Human","Male","Blue","Brown",183,140,"Injustice Gang",NA,"Special Professional Criminal","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/819.jpg",72.047283,"Dark"
"577","577","Benjamin Reilly","Scarlet Spider",75,53,60,74,46,56,"good","Place of birth unknown","Human","Male","Blue","Blond",178,165,"None; formerly New Warriors","Peter Parker (clone of), May Parker (Aunt), Ben Parker (Uncle)","Crime-fighter","Spider-Carnage","https://www.superherodb.com/pictures2/portraits/10/100/174.jpg",70.078778,"Fair"
"578","578","Kaine Parker","Scarlet Spider II",88,55,60,40,37,56,"good",NA,"Clone","Male","Brown","Brown",193,250,NA,"Miles Warren (creator), Peter Parker (Spider-Man, genetic template), Ben Reilly (Scarlet Spider, fellow clone, deceased), Spidercide (fellow clone, allegedly deceased), Guardian (fellow clone, deceased), Jack (fellow clone, deceased)","Fugitive","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1536.jpg",75.984293,"Dark"
"579","579","Wanda Maximoff","Scarlet Witch",100,10,29,70,100,80,"bad","Wundagore Mountain, Transia","Mutant","Female","Blue","Brown",170,132,"None, Formerly Avengers, Avengers West Coast, Force Works, Queen's Vengeance, Secret Defenders, Lady Liberators, Brotherhood of Evil Mutants","Pietro (Quicksilver, twin brother), Magnus (Magneto, father), Magda Lehnsherr (mother, deceased), Anya (half-sister, deceased), Lorna Dane (Polaris, half-sister), Vision (estranged husband), Django Maximoff (foster father, deceased), Marya Maximoff (foster mother, deceased), Crystal (sister-in-law), Luna (niece), Tommy & Billy (reincarnated sons), Talia Wagner (Nocturne, alternate reality daughter)","Adventurer; formerly witchcraft tutor, housewife, terrorist","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/444.jpg",66.92917,"Dark"
"580","580","Elaine Coll","Scorpia",38,28,42,28,34,28,"bad",NA,NA,"Female","Green","Red",0,NA,"Hells Kitchen Mob; formerly Sinister Seven, allied with Silvermane","Vincent Coll (grandfather, deceased)","Professional criminal","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1123.jpg",0,"Red"
"581","581","MacDonald Gargan","Scorpion",50,52,60,85,49,80,"bad",NA,"Human","Male","Brown","Brown",211,689,"Avengers (Osborn's team); formerly Thunderbolts, Masters of Evil, ""Spider-Man Revenge League""; Sinister Twelve; formerly partners with Mister Hyde and Delilah",NA,"U.S. government agent; former professional criminal, assassin, private detective","Venom III","https://www.superherodb.com/pictures2/portraits/10/100/1041.jpg",83.070911,"Dark"
"582","582","Sebastian Hiram Shaw","Sebastian Shaw",63,85,12,95,36,56,"bad",NA,"Mutant","Male",NA,NA,0,NA,NA,NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1482.jpg",0,NA
"583","583","Robert Reynolds","Sentry",75,100,100,84,100,40,"neutral",NA,"Mutant","Male","Blue","Blond",188,194,"Formerly Horsemen of Death, Osborn's Avengers, Mighty Avengers, New Avengers, partner of Scout","Lindy Reynolds (wife, deceased), Mrs. Reynolds (mother)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/447.jpg",74.015788,"Fair"
"584","584","Amahl Farouk","Shadow King",75,12,27,100,100,75,"good",NA,NA,NA,"Red",NA,185,330,"Shadow Mob; former head of the Gladiators and the Cairo�s Thieves Quarter",NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/121.jpg",72.834685,NA
"585","585","Tasmia Mallor","Shadow Lass",63,10,67,20,79,80,"good","Talok VIII","Talokite","Female","Black","Black",173,120,NA,NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1195.jpg",68.110273,"Dark"
"586","586","Kitty Pryde","Shadowcat",88,8,21,25,69,70,"good","Deerfield, Illinois","Mutant","Female","Hazel","Brown",168,110,"X-Men (New Charles Xavier School member), X-Men (Past) (tutor); formerly X-Men, Murder Circus (brainwashed), Lights (liaison), Paladins Squad, S.H.I.E.L.D., Gladiators, Excalibur (founding member), New Mutants, Knights of Wundagore","Kate (maternal great-grandmother), Samuel Prydeman (paternal grandfather, deceased), Chava Rosanoff (paternal great-aunt, deceased), Mr. Rosanoff (paternal great-uncle, apparently deceased), Nina (aunt), Carmen Pryde (father, deceased), Theresa Pryde (mother), Kenny (cousin)","Teacher, Adventurer, former student","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/122.jpg",66.141768,"Dark"
"587","587","Shang-Chi","Shang-Chi",63,12,30,50,29,100,"good",NA,"Human","Male","Brown","Black",178,175,"MI-5, MI-6, ""Marvel Knights"", Heroes For Hire, Freelance Restorations, Si-Fan, Secret Avengers","Fu Manchu, father; unnamed mother; Fah Lo Suee, (half-sister); Whispering Shadow (half-brother, deceased)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/454.jpg",70.078778,"Dark"
"588","588","Gaveedra Seven","Shatterstar",63,48,45,64,49,84,"good","Mojoworld",NA,"Male","Brown","Red",191,195,"X-Force, Blood Cadre Alliance (former member)","Longshot (father), Dazzler (mother), Mojo V","Warrior","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/124.jpg",75.196891,"Red"
"589","589","Jennifer Walters","She-Hulk",81,100,42,100,40,70,"good","Los Angeles, California","Human","Female","Green","Green",201,700,"Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers, Fantastic Four, Heroes for Hire","Bruce Banner (Hulk, cousin)","Lawyer, Magistra of the Living Tribunal","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/125.jpg",79.133901,"Alternative"
"590","590","Sharon Ventura","She-Thing",69,72,21,80,23,65,"good",NA,"Human / Radiation","Female","Blue","No Hair",183,340,"Frightful Four; formerly Fantastic Four, Unlimited Class Wrestling Federation, Thunderiders","Jack Ventura (father, deceased), Mrs. Ventura (mother, deceased)","Prisoner, former adventurer, wrestler, stuntwoman, scuba diver, motorcycle performer","Ms Marvel II","https://www.superherodb.com/pictures2/portraits/10/100/461.jpg",72.047283,"None"
"591","591","Herman Schultz","Shocker",63,10,23,70,79,56,"bad",NA,"Human","Male","Brown","Brown",175,175,"Formerly Masters of Evil, Sinister Syndicate, Sinister Seven, Sinister Twelve","Mr. & Mrs. Schultz (parents)","Professional thief, hired assassin","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/19.jpg",68.897675,"Dark"
"592","592","Frances Louise Barrison","Shriek",50,10,23,28,45,42,"good",NA,NA,"Female","Yellow / Blue","Black",173,115,"Formerly Carnage Family","Carnage (adopted husband), Carrion (Malcolm McBride) and Demogoblin (adopted sons), Doppelganger (adopted pet)","Former partner of Carnage, Carrion (Malcolm McBride), Demogoblin and Doppelganger). Before she became Shriek, she was a rock band groupie and drug dealer.","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1319.jpg",68.110273,"Dark"
"593","593","","Shrinking Violet",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Female",NA,NA,0,NA,NA,NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1188.jpg",0,NA
"594","594","Sif","Sif",63,90,67,80,100,70,"good",NA,"Asgardian","Female","Blue","Black",188,425,"The Gods of Asgard","Heimdall (brother)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1533.jpg",74.015788,"Dark"
"595","595","Cindy Moon","Silk",75,48,71,70,71,65,"good",NA,"Human","Female","Brown","Black",0,NA,"Black Cat's Gang, Fact Channel News; formerly Spider-Army, partner of Spider-Man, Ezekiel Sims","Albert Moon. Sr. (father, estranged), unnamed mother (estranged), Albert Moon, Jr. (brother, estranged), Spider-Man (Peter Parker, bit by same spider)","Vigilante, intern at Fact Channel News, adventurer; former student","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10495.jpg",0,"Dark"
"596","596","Sally Juspeczyk","Silk Spectre",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Female",NA,NA,0,NA,"Watchmen, Minutemen","Silk Spectre II (daughter)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1057.jpg",0,NA
"597","597","Laurie Juspeczyk","Silk Spectre II",NA,51,NA,NA,NA,NA,"good",NA,NA,"Female",NA,NA,0,NA,"Watchmen","Silk Spectre I (mother)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1058.jpg",0,NA
"598","598","Norrin Radd","Silver Surfer",56,100,100,90,100,32,"good","Zenn-La","Alien","Male","White","No Hair",193,225,"Former member of Defenders, former member of the Star Masters","Jartran Radd (father, deceased), Elmar Radd (mother, deceased)","Adventurer, formerly Galactus' Herald","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/127.jpg",75.984293,"None"
"599","599","Maria de Guadalupe Santiago","Silverclaw",50,28,35,42,34,42,"good","The village of Kamekeri, Costa Verde",NA,"Female","Brown","Black",157,110,"The Secret Avengers, formerly reserve member of the Avengers","Jaime Santiago (father), Peliali (mother), Edwin Jarvis (""uncle"")","University student, adventurer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1019.jpg",61.811057,"Dark"
"600","600","Simoon Baz","Simon Baz",56,90,42,55,100,60,"good","Dearborn, Michigan","Human","Male","Bown","Black",0,NA,NA,"Sira Baz (sister), Farid Amar (nephew), Nazir Amar (brother in-law)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/10649.jpg",0,"Dark"
"601","601","Thaal Sinestro","Sinestro",75,85,53,64,100,55,"neutral","Korugar City, Korugar","Korugaran","Male","Black","Black",201,205,"Sinestro Corps, formerly Green Lantern Corps, Secret Society, Injustice League","Witch Queen (sister, pre-Crisis), Soranik Natu (daughter), Arin Sur (wife, deceased), Abin Sur (brother-in-law, deceased), Amon Sur (nephew)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/781.jpg",79.133901,"Dark"
